,Name,Composer,Name
928,Ali,Nando Reis/Samuel Rosa,Rock
929,Preto Damião,Chico Amaral/Samuel Rosa,Rock
930,É Uma Partida De Futebol,Samuel Rosa,Rock
931,Eu Disse A Ela,Samuel Rosa,Rock
932,Zé Trindade,Samuel Rosa,Rock
933,Garota Nacional,Samuel Rosa,Rock
934,Tão Seu,Samuel Rosa,Rock
935,Sem Terra,Samuel Rosa,Rock
936,Os Exilados,Samuel Rosa,Rock
937,Um Dia Qualquer,Samuel Rosa,Rock
938,Los Pretos,Samuel Rosa,Rock
939,Sul Da América,Samuel Rosa,Rock
940,Poconé,Samuel Rosa,Rock
941,Nothing To Say,Chris Cornell/Kim Thayil,Rock
942,Flower,Chris Cornell/Kim Thayil,Rock
943,Loud Love,Chris Cornell,Rock
944,Hands All Over,Chris Cornell/Kim Thayil,Rock
945,Get On The Snake,Chris Cornell/Kim Thayil,Rock
946,Jesus Christ Pose,Ben Shepherd/Chris Cornell/Kim Thayil/Matt Cameron,Rock
947,Outshined,Chris Cornell,Rock
948,Rusty Cage,Chris Cornell,Rock
949,Spoonman,Chris Cornell,Rock
950,The Day I Tried To Live,Chris Cornell,Rock
951,Black Hole Sun,Soundgarden,Rock
952,Fell On Black Days,Chris Cornell,Rock
953,Pretty Noose,Chris Cornell,Rock
954,Burden In My Hand,Chris Cornell,Rock
955,Blow Up The Outside World,Chris Cornell,Rock
956,Ty Cobb,Ben Shepherd/Chris Cornell,Rock
957,Bleed Together,Chris Cornell,Rock
958,Dead And Bloated,R. DeLeo/Weiland,Rock
959,Sex Type Thing,D. DeLeo/Kretz/Weiland,Rock
960,Wicked Garden,D. DeLeo/R. DeLeo/Weiland,Rock
961,No Memory,Dean Deleo,Rock
962,Sin,R. DeLeo/Weiland,Rock
963,Naked Sunday,D. DeLeo/Kretz/R. DeLeo/Weiland,Rock
964,Creep,R. DeLeo/Weiland,Rock
965,Piece Of Pie,R. DeLeo/Weiland,Rock
966,Plush,R. DeLeo/Weiland,Rock
967,Wet My Bed,R. DeLeo/Weiland,Rock
968,Crackerman,Kretz/R. DeLeo/Weiland,Rock
969,Where The River Goes,D. DeLeo/Kretz/Weiland,Rock
970,The Sun Road,"Terry Bozzio, Steve Stevens, Tony Levin",Rock
971,Dark Corners,"Terry Bozzio, Steve Stevens, Tony Levin",Rock
972,Duende,"Terry Bozzio, Steve Stevens, Tony Levin",Rock
973,Black Light Syndrome,"Terry Bozzio, Steve Stevens, Tony Levin",Rock
974,Falling in Circles,"Terry Bozzio, Steve Stevens, Tony Levin",Rock
975,Book of Hours,"Terry Bozzio, Steve Stevens, Tony Levin",Rock
976,Chaos-Control,"Terry Bozzio, Steve Stevens, Tony Levin",Rock
977,War (The Process),Billy Duffy/Ian Astbury,Rock
978,The Saint,Billy Duffy/Ian Astbury,Rock
979,Rise,Billy Duffy/Ian Astbury,Rock
980,Take The Power,Billy Duffy/Ian Astbury,Rock
981,Breathe,Billy Duffy/Ian Astbury/Marti Frederiksen/Mick Jones,Rock
982,Nico,Billy Duffy/Ian Astbury,Rock
983,American Gothic,Billy Duffy/Ian Astbury,Rock
984,Ashes And Ghosts,Billy Duffy/Bob Rock/Ian Astbury,Rock
985,Shape The Sky,Billy Duffy/Ian Astbury,Rock
986,Speed Of Light,Billy Duffy/Bob Rock/Ian Astbury,Rock
987,True Believers,Billy Duffy/Ian Astbury,Rock
988,My Bridges Burn,Billy Duffy/Ian Astbury,Rock
989,She Sells Sanctuary,,Rock
990,Fire Woman,,Rock
991,Lil' Evil,,Rock
992,Spirit Walker,,Rock
993,The Witch,,Rock
994,Revolution,,Rock
995,Wild Hearted Son,,Rock
996,Love Removal Machine,,Rock
997,Rain,,Rock
998,Edie (Ciao Baby),,Rock
999,Heart Of Soul,,Rock
1000,Love,,Rock
1001,Wild Flower,,Rock
1002,Go West,,Rock
1003,Resurrection Joe,,Rock
1004,Sun King,,Rock
1005,Sweet Soul Sister,,Rock
1006,Earth Mofo,,Rock
1007,Break on Through,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1008,Soul Kitchen,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1009,The Crystal Ship,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1010,Twentienth Century Fox,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1011,Alabama Song,Weill-Brecht,Rock
1012,Light My Fire,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1013,Back Door Man,"Willie Dixon, C. Burnett",Rock
1014,I Looked At You,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1015,End Of The Night,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1016,Take It As It Comes,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1017,The End,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",Rock
1018,Roxanne,G M Sumner,Rock
1019,Can't Stand Losing You,G M Sumner,Rock
1020,Message in a Bottle,G M Sumner,Rock
1021,Walking on the Moon,G M Sumner,Rock
1022,Don't Stand so Close to Me,G M Sumner,Rock
1023,"De Do Do Do, De Da Da Da",G M Sumner,Rock
1024,Every Little Thing She Does is Magic,G M Sumner,Rock
1025,Invisible Sun,G M Sumner,Rock
1026,Spirit's in the Material World,G M Sumner,Rock
1027,Every Breath You Take,G M Sumner,Rock
1028,King Of Pain,G M Sumner,Rock
1029,Wrapped Around Your Finger,G M Sumner,Rock
1030,Don't Stand So Close to Me '86,G M Sumner,Rock
1031,Message in a Bottle (new classic rock mix),G M Sumner,Rock
1032,Time Is On My Side,Jerry Ragavoy,Rock
1033,Heart Of Stone,Jagger/Richards,Rock
1034,Play With Fire,Nanker Phelge,Rock
1035,Satisfaction,Jagger/Richards,Rock
1036,As Tears Go By,Jagger/Richards/Oldham,Rock
1037,Get Off Of My Cloud,Jagger/Richards,Rock
1038,Mother's Little Helper,Jagger/Richards,Rock
1039,19th Nervous Breakdown,Jagger/Richards,Rock
1040,Paint It Black,Jagger/Richards,Rock
1041,Under My Thumb,Jagger/Richards,Rock
1042,Ruby Tuesday,Jagger/Richards,Rock
1043,Let's Spend The Night Together,Jagger/Richards,Rock
1044,Intro,Jagger/Richards,Rock
1045,You Got Me Rocking,Jagger/Richards,Rock
1046,Gimmie Shelters,Jagger/Richards,Rock
1047,Flip The Switch,Jagger/Richards,Rock
1048,Memory Motel,Jagger/Richards,Rock
1049,Corinna,Jesse Ed Davis III/Taj Mahal,Rock
1050,Saint Of Me,Jagger/Richards,Rock
1051,Wainting On A Friend,Jagger/Richards,Rock
1052,Sister Morphine,Faithfull/Jagger/Richards,Rock
1053,Live With Me,Jagger/Richards,Rock
1054,Respectable,Jagger/Richards,Rock
1055,Thief In The Night,De Beauport/Jagger/Richards,Rock
1056,The Last Time,Jagger/Richards,Rock
1057,Out Of Control,Jagger/Richards,Rock
1058,Love Is Strong,Jagger/Richards,Rock
1059,You Got Me Rocking,Jagger/Richards,Rock
1060,Sparks Will Fly,Jagger/Richards,Rock
1061,The Worst,Jagger/Richards,Rock
1062,New Faces,Jagger/Richards,Rock
1063,Moon Is Up,Jagger/Richards,Rock
1064,Out Of Tears,Jagger/Richards,Rock
1065,I Go Wild,Jagger/Richards,Rock
1066,Brand New Car,Jagger/Richards,Rock
1067,Sweethearts Together,Jagger/Richards,Rock
1068,Suck On The Jugular,Jagger/Richards,Rock
1069,Blinded By Rainbows,Jagger/Richards,Rock
1070,Baby Break It Down,Jagger/Richards,Rock
1071,Thru And Thru,Jagger/Richards,Rock
1072,Mean Disposition,Jagger/Richards,Rock
1073,I Can't Explain,Pete Townshend,Rock
1074,"Anyway, Anyhow, Anywhere","Pete Townshend, Roger Daltrey",Rock
1075,My Generation,John Entwistle/Pete Townshend,Rock
1076,Substitute,Pete Townshend,Rock
1077,I'm A Boy,Pete Townshend,Rock
1078,Boris The Spider,John Entwistle,Rock
1079,Happy Jack,Pete Townshend,Rock
1080,Pictures Of Lily,Pete Townshend,Rock
1081,I Can See For Miles,Pete Townshend,Rock
1082,Magic Bus,Pete Townshend,Rock
1083,Pinball Wizard,John Entwistle/Pete Townshend,Rock
1084,The Seeker,Pete Townshend,Rock
1085,Baba O'Riley,John Entwistle/Pete Townshend,Rock
1086,Won't Get Fooled Again (Full Length Version),John Entwistle/Pete Townshend,Rock
1087,Let's See Action,Pete Townshend,Rock
1088,5.15,Pete Townshend,Rock
1089,Join Together,Pete Townshend,Rock
1090,Squeeze Box,Pete Townshend,Rock
1091,Who Are You (Single Edit Version),John Entwistle/Pete Townshend,Rock
1092,You Better You Bet,Pete Townshend,Rock
1093,Zoo Station,U2,Rock
1094,Even Better Than The Real Thing,U2,Rock
1095,One,U2,Rock
1096,Until The End Of The World,U2,Rock
1097,Who's Gonna Ride Your Wild Horses,U2,Rock
1098,So Cruel,U2,Rock
1099,The Fly,U2,Rock
1100,Mysterious Ways,U2,Rock
1101,Tryin' To Throw Your Arms Around The World,U2,Rock
1102,Ultraviolet (Light My Way),U2,Rock
1103,Acrobat,U2,Rock
1104,Love Is Blindness,U2,Rock
1105,Beautiful Day,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1106,Stuck In A Moment You Can't Get Out Of,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1107,Elevation,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1108,Walk On,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1109,Kite,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1110,In A Little While,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1111,Wild Honey,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1112,Peace On Earth,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1113,When I Look At The World,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1114,New York,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1115,Grace,"Adam Clayton, Bono, Larry Mullen, The Edge",Rock
1116,The Three Sunrises,U2,Rock
1117,Spanish Eyes,U2,Rock
1118,Sweetest Thing,U2,Rock
1119,Love Comes Tumbling,U2,Rock
1120,Bass Trap,U2,Rock
1121,Dancing Barefoot,Ivan Kral/Patti Smith,Rock
1122,Everlasting Love,Buzz Cason/Mac Gayden,Rock
1123,Unchained Melody,Alex North/Hy Zaret,Rock
1124,Walk To The Water,U2,Rock
1125,Luminous Times (Hold On To Love),Brian Eno/U2,Rock
1126,Hallelujah Here She Comes,U2,Rock
1127,Silver And Gold,Bono,Rock
1128,Endless Deep,U2,Rock
1129,A Room At The Heartbreak Hotel,U2,Rock
1130,"Trash, Trampoline And The Party Girl",U2,Rock
1131,Vertigo,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1132,Miracle Drug,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1133,Sometimes You Can't Make It On Your Own,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1134,Love And Peace Or Else,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1135,City Of Blinding Lights,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1136,All Because Of You,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1137,A Man And A Woman,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1138,Crumbs From Your Table,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1139,One Step Closer,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1140,Original Of The Species,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1141,Yahweh,"Adam Clayton, Bono, Larry Mullen & The Edge",Rock
1142,Discotheque,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1143,Do You Feel Loved,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1144,Mofo,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1145,If God Will Send His Angels,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1146,Staring At The Sun,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1147,Last Night On Earth,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1148,Gone,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1149,Miami,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1150,The Playboy Mansion,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1151,If You Wear That Velvet Dress,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1152,Please,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1153,Wake Up Dead Man,"Bono, The Edge, Adam Clayton, and Larry Mullen",Rock
1154,Helter Skelter,"Lennon, John/McCartney, Paul",Rock
1155,Van Diemen's Land,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1156,Desire,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1157,Hawkmoon 269,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1158,All Along The Watchtower,"Dylan, Bob",Rock
1159,I Still Haven't Found What I'm Looking for,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1160,Freedom For My People,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",Rock
1161,Silver And Gold,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1162,Pride (In The Name Of Love),"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1163,Angel Of Harlem,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1164,Love Rescue Me,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",Rock
1165,When Love Comes To Town,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1166,Heartland,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1167,God Part II,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1168,The Star Spangled Banner,"Hendrix, Jimi",Rock
1169,Bullet The Blue Sky,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1170,All I Want Is You,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Rock
1171,Pride (In The Name Of Love),U2,Rock
1172,New Year's Day,U2,Rock
1173,With Or Without You,U2,Rock
1174,I Still Haven't Found What I'm Looking For,U2,Rock
1175,Sunday Bloody Sunday,U2,Rock
1176,Bad,U2,Rock
1177,Where The Streets Have No Name,U2,Rock
1178,I Will Follow,U2,Rock
1179,The Unforgettable Fire,U2,Rock
1180,Sweetest Thing,U2 & Daragh O'Toole,Rock
1181,Desire,U2,Rock
1182,When Love Comes To Town,U2,Rock
1183,Angel Of Harlem,U2,Rock
1184,All I Want Is You,U2 & Van Dyke Parks,Rock
1185,Sunday Bloody Sunday,U2,Rock
1186,Seconds,U2,Rock
1187,New Year's Day,U2,Rock
1188,Like A Song...,U2,Rock
1189,Drowning Man,U2,Rock
1190,The Refugee,U2,Rock
1191,Two Hearts Beat As One,U2,Rock
1192,Red Light,U2,Rock
1193,Surrender,U2,Rock
1194,"""40""",U2,Rock
1195,Zooropa,U2; Bono,Rock
1196,Babyface,U2; Bono,Rock
1197,Numb,"U2; Edge, The",Rock
1198,Lemon,U2; Bono,Rock
1199,"Stay (Faraway, So Close!)",U2; Bono,Rock
1200,Daddy's Gonna Pay For Your Crashed Car,U2; Bono,Rock
1201,Some Days Are Better Than Others,U2; Bono,Rock
1202,The First Time,U2; Bono,Rock
1203,Dirty Day,"U2; Bono & Edge, The",Rock
1204,The Wanderer,U2; Bono,Rock
1205,Where Have All The Good Times Gone?,Ray Davies,Rock
1206,Hang 'Em High,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,Rock
1207,Cathedral,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,Rock
1208,Secrets,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,Rock
1209,Intruder,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,Rock
1210,(Oh) Pretty Woman,Bill Dees/Roy Orbison,Rock
1211,Dancing In The Street,Ivy Jo Hunter/Marvin Gaye/William Stevenson,Rock
1212,Little Guitars (Intro),Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,Rock
1213,Little Guitars,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,Rock
1214,Big Bad Bill (Is Sweet William Now),Jack Yellen/Milton Ager,Rock
1215,The Full Bug,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,Rock
1216,Happy Trails,Dale Evans,Rock
1217,Eruption,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",Rock
1218,Ain't Talkin' 'bout Love,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",Rock
1219,Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",Rock
1220,Dance the Night Away,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",Rock
1221,And the Cradle Will Rock...,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",Rock
1222,Unchained,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",Rock
1223,Jump,"Edward Van Halen, Alex Van Halen, David Lee Roth",Rock
1224,Panama,"Edward Van Halen, Alex Van Halen, David Lee Roth",Rock
1225,Why Can't This Be Love,Van Halen,Rock
1226,Dreams,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",Rock
1227,When It's Love,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",Rock
1228,Poundcake,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",Rock
1229,Right Now,Van Halen,Rock
1230,Can't Stop Loving You,Van Halen,Rock
1231,Humans Being,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",Rock
1232,Can't Get This Stuff No More,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",Rock
1233,Me Wise Magic,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",Rock
1234,Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1235,Eruption,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1236,You Really Got Me,Ray Davies,Rock
1237,Ain't Talkin' 'Bout Love,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1238,I'm The One,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1239,Jamie's Cryin',"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1240,Atomic Punk,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1241,Feel Your Love Tonight,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1242,Little Dreamer,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1243,Ice Cream Man,John Brim,Rock
1244,On Fire,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Rock
1245,Neworld,Van Halen,Rock
1246,Without You,Van Halen,Rock
1247,One I Want,Van Halen,Rock
1248,From Afar,Van Halen,Rock
1249,Dirty Water Dog,Van Halen,Rock
1250,Once,Van Halen,Rock
1251,Fire in the Hole,Van Halen,Rock
1252,Josephina,Van Halen,Rock
1253,Year to the Day,Van Halen,Rock
1254,Primary,Van Halen,Rock
1255,Ballot or the Bullet,Van Halen,Rock
1256,How Many Say I,Van Halen,Rock
1257,Sucker Train Blues,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1258,Do It For The Kids,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1259,Big Machine,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1260,Illegal I Song,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1261,Spectacle,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1262,Fall To Pieces,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1263,Headspace,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1264,Superhuman,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1265,Set Me Free,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1266,You Got No Right,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1267,Slither,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1268,Dirty Little Thing,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",Rock
1269,Loving The Alien,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Rock
1270,Your Time Is Gonna Come,"Page, Jones",Rock
1271,Sympton of the Universe,,Rock
1272,Snowblind,,Rock
1273,Black Sabbath,,Rock
1274,Fairies Wear Boots,,Rock
1275,War Pigs,,Rock
1276,The Wizard,,Rock
1277,N.I.B.,,Rock
1278,Sweet Leaf,,Rock
1279,Never Say Die,,Rock
1280,"Sabbath, Bloody Sabbath",,Rock
1281,Iron Man/Children of the Grave,,Rock
1282,Paranoid,,Rock
1283,Rock You Like a Hurricane,,Rock
1284,No One Like You,,Rock
1285,The Zoo,,Rock
1286,Loving You Sunday Morning,,Rock
1287,Still Loving You,,Rock
1288,Big City Nights,,Rock
1289,Believe in Love,,Rock
1290,Rhythm of Love,,Rock
1291,I Can't Explain,,Rock
1292,Tease Me Please Me,,Rock
1293,Wind of Change,,Rock
1294,Send Me an Angel,,Rock
1295,I Guess You're Right,"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",Rock
1296,Love Comes,"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",Rock
1297,Desafinado,,Jazz
1298,Garota De Ipanema,,Jazz
1299,Samba De Uma Nota Só (One Note Samba),,Jazz
1300,Por Causa De Você,,Jazz
1301,Ligia,,Jazz
1302,Fotografia,,Jazz
1303,Dindi (Dindi),,Jazz
1304,Se Todos Fossem Iguais A Você (Instrumental),,Jazz
1305,Falando De Amor,,Jazz
1306,Angela,,Jazz
1307,Corcovado (Quiet Nights Of Quiet Stars),,Jazz
1308,Outra Vez,,Jazz
1309,O Boto (Bôto),,Jazz
1310,"Canta, Canta Mais",,Jazz
1311,Quadrant,Billy Cobham,Jazz
1312,Snoopy's search-Red baron,Billy Cobham,Jazz
1313,"Spanish moss-""A sound portrait""-Spanish moss",Billy Cobham,Jazz
1314,Moon germs,Billy Cobham,Jazz
1315,Stratus,Billy Cobham,Jazz
1316,The pleasant pheasant,Billy Cobham,Jazz
1317,Solo-Panhandler,Billy Cobham,Jazz
1318,Do what cha wanna,George Duke,Jazz
1319,Heart of the Night,,Jazz
1320,De La Luz,,Jazz
1321,Westwood Moon,,Jazz
1322,Midnight,,Jazz
1323,Playtime,,Jazz
1324,Surrender,,Jazz
1325,Valentino's,,Jazz
1326,Believe,,Jazz
1327,As We Sleep,,Jazz
1328,When Evening Falls,,Jazz
1329,J Squared,,Jazz
1330,Best Thing,,Jazz
1331,Now's The Time,Miles Davis,Jazz
1332,Jeru,Miles Davis,Jazz
1333,Compulsion,Miles Davis,Jazz
1334,Tempus Fugit,Miles Davis,Jazz
1335,Walkin',Miles Davis,Jazz
1336,'Round Midnight,Miles Davis,Jazz
1337,Bye Bye Blackbird,Miles Davis,Jazz
1338,New Rhumba,Miles Davis,Jazz
1339,Generique,Miles Davis,Jazz
1340,Summertime,Miles Davis,Jazz
1341,So What,Miles Davis,Jazz
1342,The Pan Piper,Miles Davis,Jazz
1343,Someday My Prince Will Come,Miles Davis,Jazz
1344,My Funny Valentine (Live),Miles Davis,Jazz
1345,E.S.P.,Miles Davis,Jazz
1346,Nefertiti,Miles Davis,Jazz
1347,Petits Machins (Little Stuff),Miles Davis,Jazz
1348,Miles Runs The Voodoo Down,Miles Davis,Jazz
1349,Little Church (Live),Miles Davis,Jazz
1350,Black Satin,Miles Davis,Jazz
1351,Jean Pierre (Live),Miles Davis,Jazz
1352,Time After Time,Miles Davis,Jazz
1353,Portia,Miles Davis,Jazz
1354,Jeepers Creepers,,Jazz
1355,Blue Rythm Fantasy,,Jazz
1356,Drum Boogie,,Jazz
1357,Let Me Off Uptown,,Jazz
1358,Leave Us Leap,,Jazz
1359,Opus No.1,,Jazz
1360,Boogie Blues,,Jazz
1361,How High The Moon,,Jazz
1362,Disc Jockey Jump,,Jazz
1363,Up An' Atom,,Jazz
1364,Bop Boogie,,Jazz
1365,Lemon Drop,,Jazz
1366,Coronation Drop,,Jazz
1367,Overtime,,Jazz
1368,Imagination,,Jazz
1369,Don't Take Your Love From Me,,Jazz
1370,Midget,,Jazz
1371,I'm Coming Virginia,,Jazz
1372,Payin' Them Dues Blues,,Jazz
1373,Jungle Drums,,Jazz
1374,Showcase,,Jazz
1375,Swedish Schnapps,,Jazz
1376,Roll Call,Jim Beard,Jazz
1377,Otay,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger",Jazz
1378,Groovus Interruptus,Jim Beard,Jazz
1379,Paris On Mine,Jon Herington,Jazz
1380,In Time,Sylvester Stewart,Jazz
1381,Plan B,"Dean Brown, Dennis Chambers & Jim Beard",Jazz
1382,Outbreak,Jim Beard & Jon Herington,Jazz
1383,"Baltimore, DC",John Scofield,Jazz
1384,Talkin Loud and Saying Nothin,James Brown & Bobby Byrd,Jazz
1385,Doce De Carnaval (Candy All),,Jazz
1386,Lamento De Carnaval,,Jazz
1387,Pretinha,,Jazz
1388,Colibri,Richard Bull,Jazz
1389,Love Is The Colour,R. Carless,Jazz
1390,Magnetic Ocean,Patrick Claher/Richard Bull,Jazz
1391,Deep Waters,Richard Bull,Jazz
1392,L'Arc En Ciel De Miles,Kevin Robinson/Richard Bull,Jazz
1393,Gypsy,Kevin Robinson,Jazz
1394,Journey Into Sunlight,Jean Paul Maunick,Jazz
1395,Sunchild,Graham Harvey,Jazz
1396,Millenium,Maxton Gig Beesley Jnr.,Jazz
1397,Thinking 'Bout Tomorrow,Fayyaz Virgi/Richard Bull,Jazz
1398,Jacob's Ladder,Julian Crampton,Jazz
1399,She Wears Black,G Harvey/R Hope-Taylor,Jazz
1400,Dark Side Of The Cog,Jean Paul Maunick,Jazz
1401,Springsville,J. Carisi,Jazz
1402,The Maids Of Cadiz,L. Delibes,Jazz
1403,The Duke,Dave Brubeck,Jazz
1404,My Ship,"Ira Gershwin, Kurt Weill",Jazz
1405,Miles Ahead,"Miles Davis, Gil Evans",Jazz
1406,Blues For Pablo,Gil Evans,Jazz
1407,New Rhumba,A. Jamal,Jazz
1408,The Meaning Of The Blues,"R. Troup, L. Worth",Jazz
1409,Lament,J.J. Johnson,Jazz
1410,I Don't Wanna Be Kissed (By Anyone But You),"H. Spina, J. Elliott",Jazz
1411,Springsville (Alternate Take),J. Carisi,Jazz
1412,Blues For Pablo (Alternate Take),Gil Evans,Jazz
1413,The Meaning Of The Blues/Lament (Alternate Take),"J.J. Johnson/R. Troup, L. Worth",Jazz
1414,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),"H. Spina, J. Elliott",Jazz
1415,Morning Dance,Jay Beckenstein,Jazz
1416,Jubilee,Jeremy Wall,Jazz
1417,Rasul,Jeremy Wall,Jazz
1418,Song For Lorraine,Jay Beckenstein,Jazz
1419,Starburst,Jeremy Wall,Jazz
